386,F,167,2000
387,M,175,2002
388,M,179,2004
389,M,181,2001
390,M,180,2000
391,F,166,2002
392,M,177,2003
393,M,180,2003
394,F,161,2004
395,M,185,2001
396,F,163,2003
397,F,162,2002
398,M,178,2004
399,M,176,2003
400,F,157,2004
401,F,157,2000
402,M,178,2002
403,M,180,2004
404,M,171,2004
405,M,181,2003
406,F,152,2004
407,F,162,2002
408,F,167,2000
409,F,157,2001
410,M,186,2002
411,M,179,2000
412,M,176,2003
413,M,177,2002
414,M,178,2000
415,M,181,2000
416,F,161,2002
417,M,178,2004
418,F,161,2001
419,F,159,2004
420,M,175,2000
421,M,176,2003
422,F,160,2002
423,M,180,2000
424,F,161,2002
425,F,158,2004
426,F,165,2003
427,F,161,2003
428,M,175,2001
429,M,173,2000
430,M,184,2003
431,F,161,2002
432,F,153,2002
433,M,175,2001
434,M,172,2002
435,M,177,2001
436,F,159,2002
437,F,159,2000
438,F,167,2001
439,M,179,2003
440,F,162,2003
441,F,159,2001
442,M,184,2003
443,M,188,2004
444,F,159,2002
445,M,183,2002
446,F,168,2004
447,M,180,2003
448,M,185,2004
449,F,154,2001
450,F,154,2000
451,M,187,2000
452,F,165,2002
453,M,174,2001
454,M,180,2001
455,M,178,2001
456,F,167,2002
457,F,157,2000
458,F,158,2000
459,M,179,2003
460,F,161,2004
461,F,157,2000
462,M,174,2001
463,F,156,2004
464,F,160,2004
465,M,183,2004
466,F,162,2001
467,M,178,2004
468,M,182,2000
469,F,165,2004
470,F,161,2001
471,M,178,2003
472,M,182,2001
473,F,160,2003
474,M,181,2004
475,F,153,2004
476,F,156,2002
477,M,178,2000
478,M,176,2004
479,F,158,2000
480,M,184,2001
481,M,184,2004
482,F,162,2004
483,M,179,2002
484,M,176,2003
485,M,180,2000
486,F,166,2001
487,M,177,2004
488,F,154,2004
489,F,158,2000
490,F,157,2001
491,M,182,2000
492,F,158,2001
493,M,180,2004
494,F,153,2003
495,F,151,2002
496,F,163,2000
497,F,148,2004
498,F,155,2002
499,F,159,2001
500,M,177,2002
501,M,180,2004
502,M,179,2003
503,F,161,2003
504,F,166,2002
505,M,173,2000
506,M,179,2001
507,M,175,2000
508,M,177,2000
509,F,157,2003
510,F,157,2000
511,F,159,2001
512,F,162,2000
513,F,156,2002
514,M,178,2004
515,M,181,2000
516,M,179,2001
517,F,162,2001
518,F,163,2004
519,M,184,2002
520,F,164,2000
521,M,169,2004
522,M,177,2003
523,F,162,2001
524,M,180,2004
525,M,182,2000
526,M,184,2000
527,F,157,2001
528,M,178,2001
529,M,182,2000
530,F,162,2002
531,F,154,2003
532,M,187,2000
533,M,176,2001
534,M,178,2001
535,F,158,2003
536,M,183,2001
537,F,160,2004
538,M,178,2002
539,M,183,2000
540,F,160,2000
541,M,185,2003
542,M,186,2003
543,F,158,2004
544,F,152,2000
545,F,162,2000
546,M,180,2002
547,M,179,2004
548,M,175,2003
549,M,178,2000
550,M,180,2003
551,F,162,2002
552,M,173,2001
553,F,158,2004
554,F,159,2002
555,F,156,2002
556,F,162,2000
557,M,186,2004
558,F,160,2000
559,F,158,2004
560,M,173,2001
561,F,162,2000
562,F,155,2004
563,M,175,2000
564,F,165,2004
565,F,155,2002
566,M,178,2003
567,F,164,2000
568,F,158,2001
569,F,159,2000
570,F,160,2004
571,M,177,2004
572,M,176,2004
573,M,176,2003
574,M,178,2002
575,F,167,2004
576,M,179,2003
577,M,187,2002
578,M,183,2003
579,F,158,2000
580,F,153,2002
581,F,164,2003
582,M,183,2001
583,M,177,2000
584,M,181,2000
585,F,171,2000
586,F,161,2003
587,M,181,2001
588,F,154,2000
589,M,180,2003
590,M,179,2001
591,M,181,2004
592,M,173,2001
593,F,157,2003
594,M,182,2000
595,F,162,2002
596,F,163,2000
597,M,175,2002
598,F,158,2001
599,M,184,2003
600,F,159,2004
601,M,182,2000
602,F,156,2002
603,F,159,2004
604,F,165,2002
605,M,170,2000
606,F,158,2002
607,F,156,2004
608,F,160,2003
609,M,186,2003
610,F,163,2002
611,F,160,2003
612,M,178,2001
613,F,163,2002
614,M,181,2001
615,M,178,2004
616,M,177,2002
617,F,158,2002
618,F,161,2001
619,F,161,2004
620,F,167,2002
621,F,158,2003
622,F,158,2004
623,M,181,2001
624,F,153,2003
625,M,179,2002
626,M,185,2004
627,M,187,2003
628,M,183,2000
629,M,181,2002
630,F,161,2000
631,M,175,2003
632,F,158,2000
633,F,160,2004
634,M,181,2000
635,F,157,2003
636,F,159,2004
637,M,174,2003
638,M,188,2004
639,M,185,2003
640,F,164,2004
641,M,181,2004
642,M,177,2001
643,M,180,2002
644,M,185,2004
645,M,177,2004
646,F,164,2001
647,M,183,2000
648,M,182,2003
649,M,181,2003
650,M,186,2000
651,M,183,2001
652,M,188,2003
653,F,163,2001
654,F,156,2001
655,F,165,2003
656,M,175,2001
657,M,183,2000
658,M,184,2002
659,M,177,2001
660,F,168,2000
661,M,177,2002
662,M,184,2002
663,F,161,2003
664,F,159,2003
665,F,160,2000
666,F,162,2002
667,F,158,2002
668,M,181,2000
669,F,159,2002
670,M,183,2004
671,M,179,2003
672,M,173,2000
673,M,181,2000
674,F,154,2000
675,M,176,2004
676,M,180,2001
677,M,186,2000
678,F,159,2002
679,M,182,2001
680,F,157,2003
681,F,155,2002
682,M,184,2001
683,F,156,2001
684,M,183,2002
685,M,177,2002
686,M,185,2004
687,F,162,2003
688,M,180,2003
689,F,154,2000
690,M,180,2002
691,F,169,2003
692,F,153,2001
693,M,180,2000
694,M,183,2004
695,F,161,2000
696,F,158,2004
697,F,162,2003
698,F,157,2001
699,F,154,2002
700,M,178,2004
701,M,169,2003
702,F,156,2003
703,F,157,2003
704,M,173,2002
705,M,187,2001
706,F,164,2001
707,M,182,2003
708,F,157,2001
709,M,179,2001
710,M,173,2001
711,F,153,2003
712,M,189,2000
713,M,183,2002
714,M,176,2002
715,F,157,2002
716,M,176,2001
717,F,160,2004
718,F,162,2002
719,M,183,2001
720,M,174,2001
721,F,162,2001
722,F,164,2002
723,F,157,2000
724,M,181,2001
725,M,183,2002
726,M,176,2004
727,F,165,2001
728,F,155,2001
729,M,180,2001
730,F,160,2001
731,M,178,2004
732,F,154,2000
733,M,178,2004
734,F,156,2004
735,F,159,2003
736,F,162,2001
737,F,159,2004
738,M,178,2000
739,M,179,2001
740,F,166,2004
741,F,157,2003
742,M,180,2002
743,M,173,2002
744,M,177,2003
745,F,154,2003
746,M,184,2000
747,F,161,2000
748,M,183,2001
749,F,165,2001
750,M,176,2003
751,F,161,2001
752,M,187,2003
753,F,158,2004
754,M,181,2004
755,M,179,2000
756,M,169,2000
757,F,165,2001
758,F,158,2000
759,F,161,2003
760,F,162,2002
761,M,176,2001
762,F,155,2003
763,F,161,2001
764,M,180,2001
765,M,181,2004
766,F,158,2001
767,F,150,2001
768,M,180,2000
769,F,161,2004
770,F,156,2003
771,F,159,2004
772,F,156,2004
773,M,179,2004
774,F,165,2004
775,F,163,2004
776,F,160,2001
777,F,158,2001
778,M,181,2002
779,F,158,2003
780,M,183,2000
781,F,148,2003
782,M,186,2002
783,M,179,2004
784,M,180,2002
785,M,172,2004
786,F,157,2001
787,F,159,2003
788,M,176,2003
789,M,169,2000
790,M,179,2000
791,F,146,2000
792,F,156,2002
793,M,176,2004
794,F,165,2003
795,F,164,2003
796,F,161,2004
797,M,178,2003
798,F,162,2002
799,F,163,2004
800,M,180,2002
801,M,172,2002
802,M,175,2001
803,M,178,2003
804,M,180,2003
805,F,165,2001
806,F,159,2003
807,F,161,2003
808,F,156,2000
809,F,160,2003
810,F,160,2002
811,M,182,2001
812,F,161,2004
813,F,161,2001
814,F,160,2002
815,F,156,2001
816,F,162,2001
817,F,158,2000
818,M,182,2003
819,M,178,2002
820,F,154,2001
821,M,178,2003
822,M,180,2003
823,F,158,2004
824,F,153,2003
825,F,158,2000
826,M,182,2000
827,F,162,2002
828,M,186,2004
829,F,157,2003
830,M,170,2001
831,M,178,2000
832,F,159,2003
833,F,163,2003
834,M,182,2004
835,M,180,2001
836,F,161,2001
837,M,181,2002
838,F,162,2003
839,M,183,2000
840,F,154,2004
841,M,184,2001
842,M,180,2003
843,M,178,2001
844,F,163,2004
845,M,179,2003
846,F,159,2003
847,M,176,2003
848,M,179,2002
849,M,174,2001
850,M,174,2001
851,F,162,2002
852,M,176,2004
853,M,172,2004
854,M,174,2001
855,M,180,2004
856,M,179,2001
857,M,177,2000
858,M,176,2002
859,M,178,2002
860,F,158,2004
861,M,178,2002
862,F,157,2001
863,F,156,2001
864,F,154,2002
865,F,152,2003
866,F,156,2004
867,F,157,2002
868,F,157,2001
869,F,157,2004
870,F,153,2003
871,F,167,2002
872,F,158,2001
873,F,167,2002
874,M,182,2004
875,F,162,2002
876,F,160,2002
877,M,181,2002
878,M,176,2003
879,F,156,2004
880,F,153,2004
881,F,168,2000
882,F,165,2001
883,F,156,2002
884,M,180,2004
885,M,183,2004
886,M,180,2002
887,M,173,2000
888,F,154,2000
889,F,158,2001
890,M,176,2004
891,F,155,2004
892,M,175,2004
893,F,166,2001
894,M,178,2003
895,F,161,2002
896,M,179,2003
897,F,160,2003
898,M,177,2000
899,M,178,2000
900,F,156,2004
901,F,157,2002
902,M,177,2003
903,F,158,2003
904,M,178,2002
905,M,175,2001
906,M,180,2004
907,M,178,2002
908,F,166,2002
909,F,151,2001
910,M,178,2003
911,M,180,2002
912,F,158,2003
913,F,168,2004
914,M,183,2000
915,F,154,2000
916,M,178,2004
917,F,150,2001
918,M,169,2004
919,F,163,2001
920,M,178,2002
921,F,159,2002
922,M,180,2000
923,M,181,2004
924,F,159,2002
925,F,159,2000
926,M,179,2002
927,F,154,2003
928,F,166,2003
929,M,175,2004
930,M,176,2001
931,F,156,2004
932,M,179,2003
933,F,161,2000
934,M,175,2001
935,M,186,2004
936,F,164,2002
937,F,155,2001
938,F,164,2002
939,F,161,2001
940,F,162,2003
941,F,154,2000
942,M,180,2003
943,M,189,2003
944,M,182,2002
945,F,159,2002
946,M,177,2001
947,F,161,2001
948,M,182,2000
949,F,161,2004
950,M,182,2003
951,F,162,2003
952,F,157,2003
953,M,178,2000
954,M,185,2000
955,F,156,2003
956,M,181,2003
957,F,162,2001
958,F,155,2004
959,M,176,2002
960,F,163,2004
961,F,158,2003
962,F,158,2001
963,F,160,2003
964,F,159,2004
965,F,161,2001
966,M,182,2003
967,F,151,2003
968,M,186,2004
969,F,157,2000
970,M,183,2004
971,M,181,2004
972,F,154,2001
973,M,179,2002
974,F,163,2001
975,F,162,2001
976,F,158,2001
977,M,178,2004
978,F,165,2003
979,F,158,2004
980,M,178,2001
981,M,186,2001
982,F,160,2004
983,M,174,2004
984,F,157,2002
985,M,181,2004
986,F,161,2002
987,M,178,2003
988,F,167,2004
989,F,155,2001
990,F,158,2000
991,F,165,2002
992,M,181,2002
993,M,173,2002
994,F,159,2003
995,M,179,2004
996,M,176,2000
997,M,182,2000
998,F,161,2004
999,M,184,2004
1000,M,177,2004
1001,F,155,2003
1002,F,157,2000
1003,M,176,2000
1004,M,178,2004
1005,M,179,2002
1006,F,160,2001
1007,M,180,2000
1008,M,180,2003
1009,F,161,2000
1010,F,162,2003
1011,F,162,2004
1012,F,154,2000
1013,M,176,2001
1014,M,178,2002
1015,M,182,2001
1016,M,179,2004
1017,F,164,2003
1018,F,154,2004
1019,M,175,2003
1020,M,178,2000
1021,M,182,2004
1022,F,161,2004
1023,M,179,2003
1024,M,177,2003
1025,M,182,2003
1026,M,175,2004
1027,F,164,2002
1028,F,162,2000
1029,M,176,2004
1030,M,182,2002
1031,F,164,2003
1032,F,163,2001
1033,M,176,2002
1034,M,182,2000
1035,M,175,2004
1036,M,184,2002
1037,M,177,2000
1038,F,157,2004
1039,F,158,2002
1040,M,180,2000
1041,M,178,2004
1042,F,154,2003
1043,M,177,2000
1044,M,178,2001
1045,F,167,2004
1046,M,181,2004
1047,M,181,2003
1048,F,154,2004
1049,F,164,2000
1050,F,164,2004
1051,M,184,2004
1052,M,178,2003
1053,F,164,2004
1054,F,164,2002
1055,M,177,2004
1056,M,181,2000
1057,F,162,2001
1058,M,179,2000
1059,F,151,2002
1060,F,159,2004
1061,F,156,2003
1062,F,154,2002
1063,F,154,2002
1064,M,183,2002
1065,F,159,2000
1066,F,157,2002
1067,F,158,2001
1068,M,180,2000
1069,M,178,2002
1070,F,161,2002
1071,M,169,2003
1072,M,187,2002
1073,M,183,2004
1074,M,180,2003
1075,M,181,2000
1076,F,158,2004
1077,F,159,2001
1078,F,158,2004
1079,M,179,2004
1080,M,176,2001
1081,F,155,2000
1082,M,174,2003
1083,F,160,2001
1084,M,181,2002
1085,F,159,2001
1086,F,162,2003
1087,F,163,2001
1088,F,157,2001
1089,F,165,2000
1090,M,185,2004
1091,F,159,2004
1092,F,166,2000
1093,F,160,2003
1094,F,163,2001
1095,M,176,2003
1096,F,163,2000
1097,F,156,2004
1098,F,154,2000
1099,F,161,2002
1100,M,184,2004
1101,M,178,2001
1102,M,182,2004
1103,F,155,2001
1104,M,187,2002
1105,F,162,2002
1106,M,175,2004
1107,F,165,2004
1108,F,158,2003
1109,F,159,2003
1110,F,162,2000
1111,F,157,2001
1112,F,151,2003
1113,F,161,2004
1114,M,186,2003
1115,M,179,2004
1116,F,155,2000
1117,F,159,2002
1118,M,174,2002
1119,F,163,2000
1120,F,162,2002
1121,F,160,2001
1122,M,177,2002
1123,M,180,2000
1124,M,191,2002
1125,M,180,2001
1126,M,176,2004
1127,F,158,2003
1128,M,177,2002
1129,M,179,2000
1130,F,163,2004
1131,F,158,2003
1132,M,187,2004
1133,F,159,2000
1134,F,165,2002
1135,F,160,2000
1136,F,161,2004
1137,M,181,2001
1138,M,184,2004
1139,M,179,2000
1140,M,181,2001
1141,M,185,2002
1142,F,158,2003
1143,F,150,2003
1144,F,169,2000
1145,M,177,2001
1146,M,177,2000
1147,F,156,2000
1148,F,157,2002
1149,F,162,2000
1150,M,183,2001
1151,F,163,2004
1152,F,160,2004
1153,F,160,2000
1154,M,178,2000
1155,F,161,2001
1156,F,159,2003
1157,F,158,2004
1158,M,168,2002
1159,M,180,2003
1160,M,177,2003
1161,F,157,2000
1162,M,172,2003
1163,M,185,2002
1164,F,157,2003
1165,M,178,2004
1166,M,180,2003
1167,M,176,2000
1168,F,162,2003
1169,F,153,2002
1170,F,161,2003
1171,F,166,2002
1172,F,157,2003
1173,F,155,2002
1174,M,172,2003
1175,M,178,2002
1176,M,181,2000
1177,F,151,2001
1178,F,168,2000
1179,F,160,2000
1180,M,181,2003
1181,F,164,2003
1182,F,160,2004
1183,F,162,2003
1184,F,157,2004
1185,M,175,2002
1186,F,161,2002
1187,M,173,2003
1188,M,178,2001
1189,F,166,2001
1190,M,178,2002
1191,F,161,2003
1192,F,161,2002
1193,M,180,2001
1194,M,175,2000
1195,M,179,2004
1196,M,176,2000
1197,F,164,2000
1198,F,159,2003
1199,F,157,2000
1200,M,177,2002
1201,F,163,2001
1202,F,159,2001
1203,F,152,2003
1204,F,159,2003
1205,F,155,2002
1206,M,185,2004
1207,M,179,2000
1208,F,161,2001
1209,F,157,2001
1210,M,176,2001
1211,F,158,2004
1212,M,186,2001
1213,M,181,2002
1214,F,160,2004
1215,M,180,2000
1216,F,158,2004
1217,F,165,2004
1218,M,179,2003
1219,F,160,2000
1220,F,159,2002
1221,M,180,2003
1222,F,165,2003
1223,F,157,2000
1224,F,155,2003
1225,F,166,2003
1226,F,166,2004
1227,F,162,2001
1228,F,165,2001
1229,M,179,2000
1230,M,177,2001
1231,F,160,2003
1232,M,176,2000
1233,F,162,2001
1234,F,165,2001
1235,F,160,2002
1236,F,162,2000
1237,M,180,2003
1238,F,151,2000
1239,M,175,2003
1240,F,153,2002
1241,M,184,2001
1242,F,155,2004
1243,M,183,2000
1244,F,154,2004
1245,F,162,2002
1246,F,153,2004
1247,M,182,2002
1248,F,161,2003
1249,F,158,2004
1250,F,156,2004
1251,F,166,2001
1252,M,179,2002
1253,F,161,2001
1254,M,179,2000
1255,M,176,2004
1256,F,161,2004
1257,M,181,2001
1258,M,175,2002
1259,M,182,2004
1260,M,182,2002
1261,M,178,2002
1262,M,186,2002
1263,M,184,2000
1264,M,174,2001
1265,F,164,2004
1266,F,161,2004
1267,M,182,2003
1268,F,163,2000
1269,M,179,2003
1270,M,178,2003
1271,M,179,2002
1272,M,171,2004
1273,M,181,2002
1274,M,176,2003
1275,M,174,2001
1276,M,176,2003
1277,F,155,2000
1278,M,187,2004
1279,F,157,2000
1280,M,173,2001
1281,M,175,2001
1282,M,179,2002
1283,M,186,2002
1284,M,186,2003
1285,F,150,2001
1286,F,150,2002
1287,F,162,2001
1288,M,176,2002
1289,F,159,2004
1290,F,155,2003
1291,M,181,2002
1292,F,161,2004
1293,F,161,2002
1294,M,182,2001
1295,M,180,2002
1296,F,161,2000
1297,F,158,2000
1298,M,179,2004
1299,M,190,2002
1300,M,185,2001
1301,F,160,2001
1302,F,158,2002
1303,M,188,2002
1304,M,180,2004
1305,F,156,2000
1306,F,161,2004
1307,M,181,2000
1308,M,173,2002
1309,F,161,2002
1310,F,154,2000
1311,M,181,2000
1312,F,164,2004
1313,M,173,2002
1314,F,166,2004
1315,M,187,2003
1316,M,179,2000
1317,F,161,2001
1318,F,151,2001
1319,M,188,2001
1320,F,154,2002
1321,M,181,2004
1322,M,175,2001
1323,M,180,2002
1324,M,178,2002
1325,F,162,2001
1326,F,156,2003
1327,M,176,2002
1328,M,182,2002
1329,F,157,2002
1330,M,179,2002
1331,F,152,2000
1332,F,158,2001
1333,F,157,2000
1334,M,183,2001
1335,F,158,2000
1336,M,177,2003
1337,M,184,2000
1338,F,163,2004
1339,F,163,2000
1340,M,180,2000
1341,F,165,2002
1342,M,180,2000
1343,F,159,2000
1344,F,161,2004
1345,M,183,2003
1346,M,179,2002
1347,M,184,2003
1348,M,183,2004
1349,M,174,2001
1350,F,159,2004
1351,M,181,2002
1352,F,158,2004
1353,F,162,2001
1354,M,174,2004
1355,F,157,2002
1356,M,179,2004
1357,M,172,2003
1358,M,181,2003
1359,M,179,2001
1360,F,159,2003
1361,M,184,2002
1362,F,158,2003
1363,F,161,2003
1364,F,165,2000
1365,F,157,2001
1366,F,161,2000
1367,M,185,2003
1368,F,168,2001
1369,F,161,2002
1370,F,164,2002
1371,F,162,2000
1372,F,159,2003
1373,M,177,2003
1374,M,179,2002
1375,M,183,2000
1376,F,161,2002
1377,M,179,2003
1378,M,180,2002
1379,F,158,2004
1380,M,179,2002
1381,M,178,2002
1382,F,156,2002
1383,F,168,2004
1384,F,159,2003
1385,F,157,2000
1386,F,160,2004
1387,F,157,2003
1388,F,157,2002
1389,F,152,2001
1390,M,178,2003
1391,M,184,2003
1392,F,159,2001
1393,M,179,2002
1394,F,160,2002
1395,F,160,2000
1396,M,175,2003
1397,M,182,2002
1398,F,158,2004
1399,M,184,2003
1400,M,183,2004
1401,F,156,2003
1402,F,163,2003
1403,F,160,2003
1404,M,179,2004
1405,F,168,2000
1406,M,179,2003
1407,F,163,2001
1408,M,170,2002
1409,M,180,2002
1410,M,176,2002
1411,F,159,2002
1412,M,183,2003
1413,M,175,2000
1414,F,157,2002
1415,M,179,2000
1416,M,184,2002
1417,M,184,2000
1418,M,184,2004
1419,F,163,2003
1420,M,179,2000
1421,F,159,2000
1422,M,181,2003
1423,M,177,2004
1424,F,166,2001
1425,M,182,2001
1426,F,158,2000
1427,M,177,2001
1428,M,180,2004
1429,M,181,2001
1430,F,160,2002
1431,F,159,2004
1432,M,181,2000
1433,M,179,2004
1434,M,179,2004
1435,M,182,2004
1436,F,155,2004
1437,F,160,2000
1438,M,181,2004
1439,M,177,2000
1440,F,156,2002
1441,F,154,2003
1442,M,180,2003
1443,F,162,2004
1444,M,180,2004
1445,F,156,2000
1446,F,160,2004
1447,F,162,2000
1448,F,163,2004
1449,F,153,2000
1450,F,159,2000
1451,M,177,2003
1452,M,170,2002
1453,F,156,2003
1454,F,157,2004
1455,M,178,2000
1456,F,155,2000
1457,F,157,2001
1458,M,181,2004
1459,F,158,2001
1460,M,184,2003
1461,F,156,2004
1462,F,158,2001
1463,F,157,2002
1464,F,159,2004
1465,F,161,2003
1466,F,158,2003
1467,F,156,2001
1468,M,181,2000
1469,M,174,2004
1470,M,177,2001
1471,F,165,2004
1472,M,183,2003
1473,F,153,2001
1474,F,159,2002
1475,F,165,2004
1476,F,158,2001
1477,M,182,2003
1478,M,176,2003
1479,M,181,2002
1480,M,179,2003
1481,M,177,2004
1482,F,164,2002
1483,F,154,2000
1484,F,155,2004
1485,F,157,2000
1486,M,175,2002
1487,M,174,2003
1488,F,166,2003
1489,M,177,2001
1490,F,168,2001
1491,F,158,2002
1492,M,179,2004
1493,F,160,2002
1494,F,159,2003
1495,M,180,2003
1496,M,187,2004
1497,M,177,2000
1498,M,180,2000
1499,F,165,2001
